id,tweet_id,text,historical_reply,intent,resolution,escalate,label_notes
78,12013,Excuse me @115858 @AppleSupport:  when y’all gonna address the fact that some glitch is turning Is into hieroglyphics?!,@118363 We want your predictions to be accurate. Please DM us with the current version of iOS you have. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
79,87003,This as replacement for the standard headphone jack has become a joke now. 5 (soon to be 6) pairs of headphones &amp; 2 adapters in under a year have failed now. Before the switch I could get a good year out of them. @115858 might have to rethink their design or change manufacturer. https://t.co/oQSNOtpqjo,@135035 We'd like to help if you're experiencing problems with your accessories. DM us which country you're located in. We'll go from there. https://t.co/GDrqU22YpT,praise_or_other,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,true,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
80,177855,"Dear @115858 ,
      Please fix the update. My phone literally won’t charge now and its saying that the apple chargers “are not supported”. I really don’t want to have to switch to andriod because of this &amp; I don’t have the money to buy a new phone. Or you could send me one?? -pls","@157894 Thanks for reaching out to us this evening! We know how important it is for your chargers to work correctly on your iPhone so we'd be happy to look into what's going on. To start, can you let us know which iPhone and iOS version you're using?",refund_or_charge,Ask for the purchase details through a private Apple Support channel so the charge can be reviewed.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
81,35283,"@AppleSupport 7 Plus, iOS 11.1","@123690 DM us your country, and we'll continue working there. https://t.co/GDrqU22YpT",device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
82,188522,@AppleSupport I received an Apple Gift card and Wallet will not allow a scan or manual add even the card states it can be added to ApplePay?,@160245 Be sure to try these steps: https://t.co/Saz92f9xOE For more help reach out to our Apple Pay team: https://t.co/IBIY3vMgPj,device_or_software,Direct the customer to the official Apple Support contact channel for case-specific assistance.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
83,112805,@AppleSupport Is the Space Grey 64GB iPhone X in stock in Montreal? (Ste-Catherine store),"@141070 While we're unable to check individual inventories, our Online Sales team will best be able to address your questions. Click here to get in touch:  https://t.co/8yjRd1Xo0i",device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
84,119460,"@AppleSupport Pandora was playing, then suddenly the apple logo appeared and Pandora stopped and a few seconds later I had to type in my passcode to unlock the phone. I found all my open apps backgrounded but I had to forground Pandora and it started playing again.","@142505 Are all of your apps up-to-date if you connect to Wi-Fi and check in its App Store &gt; Updates section?

How many times has this occurred?",device_or_software,Ask the customer to check the relevant software update and provide device details for further troubleshooting.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
85,97584,"Erm… What even happened here, @AppleSupport ? https://t.co/SiXJQ8f73Y","@137352 We'd like to learn more about what's going on. Meet us in DM with some details, such as what happened right before you saw this screen, what version of IOS you're using, and what country you're in, and we'll go from there. https://t.co/GDrqU22YpT",device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
86,31441,@AppleSupport can you tell me why my Apple tv4 with screen saver set to never update will suddenly have new a “video” in the aerial views?,"@122934 Thank you for reaching out to us. For help with this, please contact our Apple TV experts here: https://t.co/IBIY3vMgPj",device_or_software,Direct the customer to the official Apple Support contact channel for case-specific assistance.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
87,100540,My iPhone been moving slow af the past couple weeks. I need answers @AppleSupport,"@137986 We’d love to help with the performance of your iPhone. To start, please send us a DM confirming which iPhone and exact software version you’re using. You can tap Settings &gt; General &gt; About to locate the software version. https://t.co/GDrqU22YpT",device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
88,208157,@AppleSupport @115858 @116333 ios update sucks its too slow on iphone 6s plus,@165241 We want to help with your iPhone. When did the issue start? Is the iPhone slow when you use specific apps?,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
89,161237,I’m tired of this bitch turning off and freezing all the fucking time. Wtf  @115858,@153195 We're happy to help with the issues you're experiencing. Please let us know in DM which device you're using and a bit more about what happens. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
90,65661,"@AppleSupport my iPhone is basically useless, when is a new update due?",@131030 We're here to help. Please click here to connect with us in DM and provide us with the details of the issues you're having: https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
91,65010,Hey @AppleSupport ever since i updated to high sierra 2 days ago my screen does this when i shut down pls tell me this is a common occurrence and yall are working to fix it bc this ish makes me nervous as hell https://t.co/uDIej6mGQn,"@130908 We can understand your concern with it doing this while shutting down. Let’s go though some troubleshooting so we can get to the bottom of this. Before we begin, you’ll want to back up your Mac. This explains how: https://t.co/Mw8OK9APy7",device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
92,11639,"@AppleSupport I get this message when I close the app. When I touch it I get into the app, but getting this when closing the app is annoying.",@118244 Is this coming up with any other apps when doing the same thing? Which iOS version is in Settings &gt; General &gt; About?,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
93,206676,@AppleSupport No I am unable to update right now. But I triple checked the log in info w/ the boss &amp; it keeps denying it.,@164951 Is the login info you're referring to for an Apple ID or the passcode for the iPhone?,account_access,Guide the customer through the official account-recovery or Apple Support flow for account access help.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
94,193684,"hey @AppleSupport could you explain why 3,000 of my photos on my phone were just randomly deleted thanks",@161542 We're here to help! We have received your DM and will be responding there momentarily.,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
95,149983,@116333 hi I’m Ozri I’ll like to no y when you Call Apple for help they keep hanging the phone up the customer service is rude and disrespectful and as a customer after 10 years I have felt so disappointed in Apple that I am considering buying and moving over to Samsung,@136624 We'd like to know more about the experience. Let's meet in DM and we will gather what information we need to assist. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
96,120622,"@AppleSupport Sorry, didn’t read it all the way through. I try that, but during an active phone call, they will not close by swiping or from pressing the close button. Nothing happens, sometimes my phone will freeze up temporarily. (No longer than 5 seconds)",@142816 Are the applications on the iPhone X and the iOS all fully updated to the most recent versions? What apps are open when you have an active call?,device_or_software,Ask the customer to check the relevant software update and provide device details for further troubleshooting.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
97,208297,@AppleSupport Yes. I’ve also toggled iMessage off and back on.,@165263 Send us a DM and let us know what version of iOS you are running and we'll do everything we can to help you out. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
98,92724,@AppleSupport Is there a way to have Siri insert punctuation automatically when dictating a text message?,@136077 Hi. Let's look into that. What device are you using?,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
99,116018,when @115858 does that thing where they erase all of my threads AND contacts without my consent. Real cute. Y'all best have my shit stored on y'all magical ass database or sumn for when I need to extract receipts for science. Got me fucked up.,@141840 Accessing your data is extremely important and we'd like to review this for you. Please DM us with more information and we'll get started. https://t.co/GDrqU22YpT,refund_or_charge,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
100,105421,"@AppleSupport Hi, tried to install High Sierra on my 2011 MacBook Air, now I'm stuck here. Please help. https://t.co/wFKbBoG5Ev",@139287 We'd be happy to assist with your Mac today. Send us a DM to get started. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
101,62220,@AppleSupport Yes,"@130249 OK, thanks. So that we can explore the best options for your region, DM us the country you’re messaging us from. https://t.co/GDrqU22YpT",device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
102,103166,@115858 iPhone X orange camera problem? https://t.co/HooDTPyYNl,@138695 Let's help take a look. How long has this been happening? Have you tried any troubleshooting such as force quitting camera or rebooting the iPhone X? What's the version of iOS in Settings &gt; General &gt; About?,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
103,157799,@AppleSupport - I did not authorize the update yet there it is and 11.1.2 sucks!!!,"@152256 If you are having specific issues with your iOS device, we'd like to help. Please let us know in DM what's going on. https://t.co/GDrqU22YpT",device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
104,4875,Come on @AppleSupport #ios11.1  Same bug as before. Numbers disappear when entering info. Video below. #iosproblems https://t.co/eKirAn2Mam,@116854 Let's investigate this together. Does this only occur when using specific apps or website?,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
105,36668,"Seriously, @115858? We spend thousands on a computer and the POS mouse stops working 18 months later? #Apple #WTF https://t.co/3P6iGQQefB",@123992 We have a resource that can help. Take a look at the steps listed here: https://t.co/xcfbsTFVVR,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
106,62212,@AppleSupport 30% less than before the update. I was totally happy with the battery before this.,@130248 Apologies for the confusion. We meant how long in hours would it last on a full charge.,refund_or_charge,Ask for the purchase details through a private Apple Support channel so the charge can be reviewed.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
107,152909,"@AppleSupport I am unable to download apps from App Store. I get to the page that says ‘Double Click here,’ but am not able to double click.  Thank you. iPhone X with latest iOS.",@150976 Let's work on this so you can download your apps! Does this happen on Wi-Fi or cellular data? Is there another network you can try?,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
108,151429,@AppleSupport Battery life on my iPad has been drastically reduced with latest iOS 11.1.2 update,@150579 Having great battery life is very important. Join us in DM and together we'll look into this issue. Click here: https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
109,61366,@AppleSupport Apple pls update or make something sow when you scroll down on instagram or Twitter it doesn’t lag,"@143057 Let's look into this behavior together. To get started, which device are you using?",device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
110,61074,@AppleSupport no shipping confirmation on my X. Hoping it’s not an issue I should be conflcerned with,@129980 Were you able to take a look at your order through the link we previously sent?,delivery_or_order,Ask for the order details through a private Apple Support channel so the order status can be checked.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
111,96984,"@AppleSupport It just came out the new iPhone X and the 7 already starts to freeze, the battery quickly go low , etc, always the same @AppleSupport",@137167 We can help with your iPhone 7. DM us with more details on what is happening. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
112,40439,@AppleSupport i️ did,@124862 Thank you! Please look for our response to your DM shortly. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
113,98824,My phone wouldn't turn on for an hour @115858 we're going to have some problems,"@137628 We never like to hear that your iPhone isn’t powering on. We’d be happy to help troubleshoot this issue. Just to clarify, are you still having power issues with the iPhone or is it working correctly now?",device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
114,172928,Güncellemeyin artık şu iOS u @AppleSupport Touch ID açılmıyor ve ayrıca bildirimi açmayı neden bu kadar zorlaştırdınız.,@156457 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,device_or_software,Direct the customer to the official Apple Support contact channel for case-specific assistance.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
115,10681,@115858 why is it impossible to Type “I” without a stupid box with a question mark. #notimpressed #fixit,@117963 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,praise_or_other,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
116,92663,"@AppleSupport thanks.
I read the document &amp; as it is a 3-series watch I’ve checked the settings as instructed - they were set correctly
Do I need to go through the recalibration process as per a 1-series watch?
Why doesn’t Health app just point to same XML field as Activity app?",@136062 Thank you for those details. Have you restarted both your iPhone and your Apple Watch since noticing this? DM us and let us know. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
117,59591,My home button won’t go home but I can still double click to close out apps. HELP @AppleSupport,@129592 What exactly happens when you single tap the Home button? Let us know in DM; we'd be happy to help! https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
118,171783,UH @AppleSupport since your update y'a really lot of beug. My iPhone turns off at 15% of battery? What's that? 15% Rest assured me it's not the same as 0 or 1%? https://t.co/2BZLwBxX8P,@155689 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
119,184493,What the fuck is going on @AppleSupport https://t.co/yV8I1sTum3,"@159423  We're happy to help. The issue was fixed in iOS 11.1.1. To update to the latest version of iOS, go to Settings &gt; General &gt; Software Update and tap Download &amp; Install. We recommend having a current backup prior to updating. If you have any questions, let us know.",device_or_software,Ask the customer to check the relevant software update and provide device details for further troubleshooting.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
120,121507,This is really annoying please fix it @AppleSupport @115858 #iMovie #applesupport https://t.co/9Y98BdQvpo,@143050 We know how important it is to be able to export your projects and we'd like to help point you in the right direction for support. Please contact our team of specialists for iMovie through the following link: https://t.co/IBIY3vMgPj,device_or_software,Direct the customer to the official Apple Support contact channel for case-specific assistance.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
121,152967,@AppleSupport I got this email is this an scam!? https://t.co/0RPoD3xl6o,"@150997 We’d like to help. We can confirm that is not an official email from Apple. We have a helpful guide on determining the legitimacy of emails you may receive from Apple, and how to report the suspicious ones, which you can see here: https://t.co/LNMCdqt6fD",privacy_or_security,Advise the customer to use official Apple Support channels and avoid sharing sensitive information publicly.,true,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
122,188346,@AppleSupport iOS 11,@160194 We recently released iOS 11.0.2. Would you make sure you have the most current version? Check here: https://t.co/80YRnjDFDk,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
123,94876,@115858 iOS 11.1.2 is so glitchy! Phone keeps freezing on random apps. Touch is less responsive. I’ve restarted it 3x since yesterday. #iphone #glitchy,@136621 Let's get this figured out. Does this seem to happen with specific apps? How do you get the iPhone to respond when this happens? Please DM us. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
124,105414,@AppleSupport my 7 plus is failing when I send pics to droids or iMessage. iMessage is on. It was fine yesterday. I’ve restarted the phone.,@139284 We know how important it is to be able to send messages from your iPhone 7 Plus and we're happy to help. Here are some steps we'd recommend trying: https://t.co/reLBAO6fGY Let us know if this helps or if you get any type of error message.,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
125,87146,".@AppleSupport hi - I’ve been awake since 6.15am and in two hours my iPhone is down to 16% - I’ve only been looking at Twitter on and off, listening to music. What’s happened to battery life on your phones? It was never like this before the latest update","@125208 We know how important it is to be able to depend on your battery. Reach out to us in DM and let us know when you first noticed that the battery life was not lasting as long as expected, which iPhone you are using, and if it seems worse when using certain apps. https://t.co/GDrqU22YpT",device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
126,159562,@AppleSupport @115858 @3451 Again not working https://t.co/uHJWy0SxUV,@152733 Thank you for reaching out to us today. We want to help you with your new iPhone. Please send us a DM. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
127,177842,"@AppleSupport I've never backed up to iTunes, but yes I have a Mac that has iTunes and I've considered doing that before I reset the settings. But I bought this phone about 3 or 4 months ago, its a 7 plus, and it's never been backed up.","@157891 Got it. In that case, to be on the safe side, let's create a backup in iTunes. After you've completed that, meet up with us in DM and we'll go over some steps we can take before resetting all settings. Also, is there a message that appears when attempting the backup? https://t.co/GDrqU22YpT",device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
128,2680,@AppleSupport It’s sorted. Thanks. iOS update needed a change and hard reboot,@116351 We're glad to hear that's sorted out for you. Have a great day.,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
129,40532,"@AppleSupport Nothing recently, i suspected uBlock but tried after disabling that.",@124894 Are there any other extensions that you tried disabling?,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
130,109048,@AppleSupport Thank you very much!,@140204 You're welcome and please feel free to reach back out if we can be of any further assistance!,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
131,177030,@10010 @115858 @AppleSupport Definitely not highly recommended at this point. Paying for a defective $1150 phone and having to jump through hoops for a replacement isn’t the best experience to give a customer. Especially when other options are available,@157663 We'd like to hear more about your support experience. Please DM us. https://t.co/GDrqU22YpT,refund_or_charge,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
132,149990,"It’s ridiculous how much my iPhone lags after the update. Seriously, does this get better at any point? 😩😩 @AppleSupport","@150193 Hi. We definitely know that the performance of your device is important and would like to help. Send us a DM, and we'll take a look into this. Thanks https://t.co/GDrqU22YpT",device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
133,118092,"@142187 @115858 SpringBoard in iOS 11 has some issue where nothing is visible on lock screen. Even screen to enter PIN is invisible, although functional. Happens constantly.",@142186 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
134,1783,@115858 if my words even mean a thing to you; I am an iPhone 7 owner and have updated to your latest software and now am having the most dropped calls in history and glitch’s such as apps randomly opening and more ... #iHelp,@116105  We want to help.  Send us a DM letting us know if you are updated to iOS 11.1 https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
135,151456,@AppleSupport why since the latest update can’t I just open my camera and take a picture without having to mess around with my settings turning Live Photo’s off again and turning the flash off again 😡😡😡😡😡,"@150586 We’d be happy to help with your camera settings. To start, send us a DM confirming which software version you’re using. https://t.co/GDrqU22YpT",device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
136,125025,"@AppleSupport  You get the worst customer service of the year award.  No calls, no emails, just empty #lies.  But that’s what is #expected from #Apple. https://t.co/vhymmLEpvq",@144024 We're glad you reached out and we definitely want to look into this. Send us a DM to get started: https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
137,37673,@AppleSupport i have a @115858 5s and my @115948 app crashes when connected to wifi. Please sort this out with the next ios update.,@124180 We'd like to help. Is this happening on cellular as well? Does it happen on all Wi-Fi networks?,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
138,208604,"@AppleSupport I’ve had the 7 for about a month &amp; a half. It’s been freezing, extremely slow, &amp; the apps force close.",@165345 Let's work together in a DM to check your options and get your iPhone responding nimbly. Please tap here to continue: https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
139,41653,"Hey @AppleSupport either your grammar is going down hill, or someone’s gone #phishing https://t.co/8BHfuw5Tdq",@125165 Here's a great article to help you identify and report any suspicious communications: https://t.co/LNMCdqt6fD,privacy_or_security,Advise the customer to use official Apple Support channels and avoid sharing sensitive information publicly.,true,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
140,92777,"@AppleSupport A complete muck up from High Sierra. Desktop now will not boot up, will not start in Safe Mode, or any mode. Cannot access Disk Utility. Looks like your Apple software ate itself and loads of pre-2014 computers. Whaaaat?",@136096 Let's help get your Mac up and running again. Tell us in more detail what happens when you start the Mac. What do you see on the screen?,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
141,208999,@AppleSupport Why does the screen keep changing brightness levels on its own though I turned off auto- brightness feature?,@165462 We're happy to help. Take a look here: https://t.co/bkqEVCrK2l DM us if your issue continues: https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
142,94812,Funny how my phone is ghosting an messaging people on a night yet during the day it’s fine @AppleSupport help,@136598 That's certainly not what we'd expect you to see. We'll be happy to see what's going on. DM full details on what you've been experiencing and we'll continue from there. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
143,188326,"@AppleSupport iPhone 5S refuses to upgrade from 11.0.1 to 11.0.2. Hit “download and install,” it asks for pin, circles, then      stops. https://t.co/nHIssucZxj",@160190 We want to help you get your iOS updated! Do you have a computer running iTunes we can try?,device_or_software,Ask the customer to check the relevant software update and provide device details for further troubleshooting.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
144,174965,@AppleSupport Just with Spotify,"@157052 It sounds like an issue with that app. Let's start by deleting it and re-adding it from the App Store. If that does not resolve the issue, then DM us. https://t.co/GDrqU22YpT",device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
145,53614,"@AppleSupport Sorry, the problem is in 11.1, not 11.0.","@128120 Thanks for clarifying! Meet us in DM with the country you're in, and we'll go over your support options there. https://t.co/GDrqU22YpT",device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
146,208872,@115858 Sooo many glitches on the new iPhone update. I’m ready for the next update already,@165429 We'd like to help. What issues are you experiencing with your iPhone?,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
147,86972,@AppleSupport Pour les anciens wifi enregistrés il me signale que les mots de passe ne sont pas corrects.,@135025 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,device_or_software,Direct the customer to the official Apple Support contact channel for case-specific assistance.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
148,164214,"I have an iPhone 6+ and after installing the IOS upgrade, my phone's touchscreen is unresponsive. I'm repeatedly hard shutting it down and restarting. Plus I did a complete hard wipe and reinstall and issue remais. I have plenty of storage too. Help @AppleSupport please.","@154034 Thanks for reaching out to us for support. That is certainly not the experience that we wanted you to have with your device, and we are going to do everything we can to help you. When you have a free moment, please DM us so that we can look into this together. https://t.co/GDrqU22YpT",device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
149,177809,@AppleSupport There might be a bug or flaw in iPhone X and Bluetooth. Keeps disconnecting from my car if not streaming sound from iPhone (ie if the phone is connected but listening to radio...disconnects from car after a minute or so). It’s highly distracting while driving,@157882 We want to help! How long have you been having these issues? Do you have the most recent version of iOS 11.1.2 downloaded? https://t.co/GDrqU22YpT,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
150,119526,"@AppleSupport ""we're here to provide tips, tricks and helpful information"" ok so can you help me then?",@142520 We know how important your music is and we'll be happy to help out with this missing music. Let's chat over in Direct Message. Let us know what all has gone missing.,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
151,23094,Dear @115948 @AppleSupport what happened to ‘Play Next’?,"@121030 Thanks for reaching out. We'd like to know more to help. Are you referring to the Podcast app, Music or a different app? Let us know and we'll take it from there.",device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
